"csd_ref","name","asa_grav [m²/g]","asa_vol [m²/cm³]","av_vf","pore_volume [cm³/g]","density [g/cm³]","nexc [wt. %]","uptake_grav [wt. %]","uptake_vol [g H2/L]","metal1","metal2","metal3","oms","lcd [Å]","pld [Å]","LFPD [Å]","symmetry_space_group","cell_length_a","cell_length_b","cell_length_c","cell_angle_alpha","cell_angle_beta","cell_angle_gamma","cell_volume [Å³]","cas1","norm_name1","name1","mol_mass1 [g/mol]","smile_cam1","smile_can1","linker1","vendor_name1","max_amount1 [g]","rel_price1 [€/g]","min_purity1","cas2","norm_name2","name2","mol_mass2 [g/mol]","smile_cam2","smile_can2","linker2","vendor_name2","max_amount2 [g]","rel_price2 [g/€]","min_purity2","cas3","norm_name3","name3","mol_mass3 [g/mol]","smile_cam3","smile_can3","linker3","vendor_name3","max_amount3 [g]","rel_price3 [€/g]","min_purity3"
"MAFZIE","",1113.27,1395.37,0.56,0.45,1.25,2.69,3.32,42.98,"Zn","","","Yes",6.32,3.81,6.3,"Pbca",13.71,17.12,36.02,90.0,90.0,90.0,8452.62,"25062-54-8","5-phosphonobenzene-1,3-dicarboxylate","[""5-phosphonoisophthalate"", ""5-phosphonobenzene-1,3-dicarboxylate""]",246.111,"P(=O)(O)(O)C=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(cc(c1)P(=O)(O)O)C(=O)O","Yes","AmBeed",1.0,754.22,0.98,"121-44-8","triethylammonium","[""triethylammonium""]","","C(C)[NH+](CC)CC","CC[NH+](CC)CC","No","","","","","","","","","","","","","","",""
"LUMYUP","",1544.85,1996.56,0.62,0.48,1.29,3.25,3.84,51.64,"Cu","","","Yes",6.16,4.54,6.13,"","","","","","","","","1291058-05-3","5-[2,4,5-tris(2H-tetrazol-5-yl)phenyl]-2H-tetrazole","[""1,2,4,5-tetra(5-tetrazolate)benzene""]",350.26,"N=1NN=NC1C1=C(C=C(C(=C1)C=1N=NNN1)C=1N=NNN1)C=1N=NNN1","n1[nH]nc(n1)c1cc(c2n[nH]nn2)c(cc1c1n[nH]nn1)c1n[nH]nn1","Yes","","","","","121-44-8","triethylammonium","[""triethylammonium""]","","C(C)[NH+](CC)CC","CC[NH+](CC)CC","No","","","","","","","","","","","","","","",""
"DUNXUH01","#REF!",1558.04,1874.89,0.61,0.5,1.2,3.27,3.88,48.62,"Zn","","","Yes",5.08,3.96,5.08,"#REF!","","","","","","","","22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"65039-03-4","3-ethyl-1-methylimidazoleium","[""1-ethyl-3-methyl-1H-imidazolium""]",111.17,"C(C)[NH+]1CN(C=C1)C","CC[NH+]1C=CN(C1)C","Yes","Mcule",0.01,774.0,"","","","","","","","","","","",""
"DUNXUH02","#REF!",1516.73,1835.42,0.6,0.5,1.21,3.22,3.84,48.35,"Zn","","","Yes",5.06,3.96,4.5,"#REF!","","","","","","","","22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"65039-03-4","3-ethyl-1-methylimidazoleium","[""1-ethyl-3-methyl-1H-imidazolium""]",111.17,"C(C)[NH+]1CN(C=C1)C","CC[NH+]1C=CN(C1)C","Yes","Mcule",0.01,774.0,"","","","","","","","","","","",""
"DUNXUH03","#REF!",1402.21,1734.27,0.59,0.48,1.24,3.07,3.68,47.2,"Zn","","","Yes",4.98,3.79,4.6,"#REF!","","","","","","","","22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"65039-03-4","3-ethyl-1-methylimidazoleium","[""1-ethyl-3-methyl-1H-imidazolium""]",111.17,"C(C)[NH+]1CN(C=C1)C","CC[NH+]1C=CN(C1)C","Yes","Mcule",0.01,774.0,"","","","","","","","","","","",""
"DUNXUH04","#REF!",1441.74,1776.81,0.6,0.48,1.23,3.12,3.71,47.53,"Zn","","","Yes",5.0,3.82,4.98,"#REF!","","","","","","","","22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"65039-03-4","3-ethyl-1-methylimidazoleium","[""1-ethyl-3-methyl-1H-imidazolium""]",111.17,"C(C)[NH+]1CN(C=C1)C","CC[NH+]1C=CN(C1)C","Yes","Mcule",0.01,774.0,"","","","","","","","","","","",""
"DUNXUH05","#REF!",1447.13,1774.32,0.59,0.48,1.23,3.13,3.72,47.35,"Zn","","","Yes",5.01,3.87,4.98,"#REF!","","","","","","","","22326-31-4","5-sulfobenzene-1,3-dicarboxylate","[""3,5-dicarboxybenzenesulfonate"", ""5-Sulfonateisophthalate"", ""5-sulfoisophthalate"", ""5-sulfonatebenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatebenzenesulfonate""]",246.2,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)S(=O)(=O)O","OC(=O)c1cc(cc(c1)S(=O)(=O)O)C(=O)O","Yes","fluorochem",1000.0,0.18704,0.95,"65039-03-4","3-ethyl-1-methylimidazoleium","[""1-ethyl-3-methyl-1H-imidazolium""]",111.17,"C(C)[NH+]1CN(C=C1)C","CC[NH+]1C=CN(C1)C","Yes","Mcule",0.01,774.0,"","","","","","","","","","","",""
"IYOCIK","",1294.69,1729.76,0.64,0.48,1.34,2.93,3.57,49.53,"Zn","","","No",8.72,6.02,8.71,"C2/c",34.9,14.66,31.39,90.0,101.49,90.0,15732.49,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"2883-98-9","1,2,4-trimethoxy-5-(prop-1-en-1-yl)benzene","[""1,2,4-trimethoxy-5-(prop-1-en-1-yl)benzene""]",208.26,"COC1=C(C=C(C(=C1)C=CC)OC)OC","CC=Cc1cc(OC)c(cc1OC)OC","No","","","","","","","","","","","","","","",""
"IYOCOQ","",1284.24,1726.36,0.64,0.47,1.34,2.91,3.54,49.27,"Zn","","","No",8.67,5.83,8.67,"C2/c",34.84,14.74,31.04,90.0,101.3,90.0,15636.31,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"2883-98-9","1,2,4-trimethoxy-5-(prop-1-en-1-yl)benzene","[""1,2,4-trimethoxy-5-(prop-1-en-1-yl)benzene""]",208.26,"COC1=C(C=C(C(=C1)C=CC)OC)OC","CC=Cc1cc(OC)c(cc1OC)OC","No","","","","","","","","","","","","","","",""
"NIZZAY","",1711.74,2073.27,0.68,0.56,1.21,3.47,4.2,53.06,"Zn","","","No",8.4,7.79,8.38,"Pbca",27.91,13.84,44.93,90.0,90.0,90.0,17354.06,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"","","N-(ethylidene)triphenylene-1-amine",269.3,"C(C)=NC1=CC=CC=2C3=CC=CC=C3C3=CC=CC=C3C12","CC=Nc1cccc2c1c1ccccc1c1c2cccc1","No","","","","","","","","","","","","","","",""
"NIZZEC","",1710.34,2065.46,0.68,0.56,1.21,3.47,4.2,52.89,"Zn","","","No",8.32,7.63,8.32,"Pbca",28.4,13.87,44.18,90.0,90.0,90.0,17405.37,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"","","N-(ethylidene)triphenylene-1-amine",269.3,"C(C)=NC1=CC=CC=2C3=CC=CC=C3C3=CC=CC=C3C12","CC=Nc1cccc2c1c1ccccc1c1c2cccc1","No","","","","","","","","","","","","","","",""
"NIZZIG","",1730.66,2072.68,0.68,0.57,1.2,3.49,4.24,53.07,"Zn","","","No",8.39,7.69,8.38,"Pbca",28.14,14.02,44.48,90.0,90.0,90.0,17550.88,"42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"","","N-(ethylidene)triphenylene-1-amine",269.3,"C(C)=NC1=CC=CC=2C3=CC=CC=C3C3=CC=CC=C3C12","CC=Nc1cccc2c1c1ccccc1c1c2cccc1","No","","","","","","","","","","","","","","",""
"VUHMUI","",912.56,1683.0,0.62,0.33,1.84,2.42,2.84,53.87,"Zn","","","Yes",8.88,5.75,8.88,"","","","","","","","","42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"","","1,6,10,10-tetramethyl-5,13-dioxatricyclo[10.1.0.04,6]tridec-8-ene","","CC12CCC3OC3(CC=CC(CC2O1)(C)C)C","CC1(C)C=CCC2(C)OC2CCC2(C(C1)O2)C","No","","","","","","","","","","","","","","",""
"VUHNIX","",936.85,1710.58,0.63,0.35,1.83,2.46,2.89,54.43,"Zn","","","Yes",8.82,5.65,8.82,"","","","","","","","","42333-78-8","2,4,6-tris(4-Pyridyl)1,3,5-triazine","[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]",312.33,"N1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=NC=C1)C1=CC=NC=C1","n1ccc(cc1)c1nc(nc(n1)c1ccncc1)c1ccncc1","Yes","TCI Chemicals",5.0,34.72,0.97,"","","1,6,10,10-tetramethyl-5,13-dioxatricyclo[10.1.0.04,6]tridec-8-ene","","CC12CCC3OC3(CC=CC(CC2O1)(C)C)C","CC1(C)C=CCC2(C)OC2CCC2(C(C1)O2)C","No","","","","","","","","","","","","","","",""
"YOYYUI","",748.64,1022.11,0.57,0.41,1.37,2.21,2.85,40.06,"Zn","","","Yes",11.94,4.89,11.55,"Im-3",35.15,35.15,35.15,90.0,90.0,90.0,43444.93,"554-95-0","1,3,5-Benzenetricarboxylate","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",210.14,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",1000.0,0.0989,0.98,"","","2-methylbenzimidazolate",131.15,"CC=1[N-]C2=C(N1)C=CC=C2","Cc1[n-]c2c(n1)cccc2","No","","","","","","","","","","","","","","",""
"QIHXIQ","",2045.64,1773.91,0.66,0.76,0.87,3.9,5.07,46.35,"Zn","","","Yes",9.73,8.75,9.73,"P-1",12.88,16.86,17.33,75.74,73.26,68.59,3312.06,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"734533-08-5","4-(3,5-Dimethyl-1H-pyrazol-4-yl)pyridine","[""4-(3,5-dimethyl-pyrazol-4-yl)pyridine""]",173.21,"CC1=NNC(=C1C1=CC=NC=C1)C","Cc1[nH]nc(c1c1ccncc1)C","Yes","AmBeed",1000.0,0.1333,0.98,"","","","","","","","","","",""
"XAKQOR","",1720.06,1660.14,0.59,0.61,0.97,3.48,4.35,43.87,"Cu","","","No",6.07,4.28,5.44,"P-1",12.88,14.16,18.68,104.82,98.41,113.37,2903.46,"2215-89-6","4,4'-Oxydibenzoate","[""4,4'-Oxybis(benzoate)"", ""4,4'-oxydibenzoate"", ""4,4'-Oxydibenzoate""]",258.23,"O(C1=CC=C(C(=O)O)C=C1)C1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O","Yes","BIOSYNTH",500.0,0.1204,"","83524-76-9","4-[(3,5-dimethyl-1H-pyrazol-4-yl)methyl]-3,5-dimethyl-1H-pyrazole","[""4,4'-methylenebis(3,5-dimethyl-1H-pyrazole)""]",204.27,"C(C=1C(=NNC1C)C)C=1C(=NNC1C)C","Cc1[nH]nc(c1Cc1c(C)n[nH]c1C)C","Yes","","","","","","","","","","","","","","",""
"RUFZOJ","",2585.02,2046.48,0.72,0.91,0.79,4.58,5.98,50.37,"Cu","","","Yes",11.51,11.0,11.51,"P3221",22.74,22.74,30.38,90.0,90.0,120.0,13606.22,"121-91-5","benzene-1,3-dicarboxylate","[""Isophthalate"", ""1,3-Benzenedicarboxylate"", ""benzene-1,3-dicarboxylate"", ""3-carboxybenzoate""]",166.14,"C1(=CC(=CC=C1)C(=O)O)C(=O)O","OC(=O)c1cccc(c1)C(=O)O","Yes","AlfaAesar",5000.0,0.01804,0.99,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"CAVRAU","",1852.5,1841.55,0.64,0.64,0.99,3.65,4.56,47.46,"Zn","","","Yes",8.06,6.43,8.06,"Pnma",15.51,19.22,25.21,90.0,90.0,90.0,7514.49,"121-91-5","benzene-1,3-dicarboxylate","[""Isophthalate"", ""1,3-Benzenedicarboxylate"", ""benzene-1,3-dicarboxylate"", ""3-carboxybenzoate""]",166.14,"C1(=CC(=CC=C1)C(=O)O)C(=O)O","OC(=O)c1cccc(c1)C(=O)O","Yes","AlfaAesar",5000.0,0.01804,0.99,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"CETHEQ","",1678.0,1786.46,0.68,0.64,1.06,3.43,4.39,48.94,"Cu","","","Yes",9.71,7.35,9.71,"R3m",24.91,24.91,10.86,90.0,90.0,120.0,5837.78,"64-18-6","formate","[""formate""]",46.03,"C(=O)O","C(=O)O","Yes","AlfaAesar",2500.0,0.0182,0.95,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"YUBFOR","MAF-X4",1207.12,1446.3,0.61,0.51,1.2,2.81,3.58,44.48,"Zn","","","Yes",8.69,4.95,8.69,"R-3",20.25,20.25,11.35,90.0,90.0,120.0,4028.93,"64-18-6","formate","[""formate""]",46.03,"C(=O)O","C(=O)O","Yes","AlfaAesar",2500.0,0.0182,0.95,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"RUFZID","",2439.99,1949.96,0.71,0.89,0.8,4.4,5.8,49.17,"Cu","","","Yes",10.67,8.78,10.67,"C2/m",27.31,22.02,15.84,90.0,103.22,90.0,9270.69,"100-21-0","1,4-Benzenedicarboxylate","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",166.13,"C1(=CC=C(C=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cc1)C(=O)O","Yes","AmBeed",1000.0,0.0215,0.95,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"HURFEH","",1803.42,1852.44,0.63,0.61,1.03,3.59,4.43,47.56,"Zn","","","Yes",7.4,5.27,7.4,"P212121",15.48,19.13,25.54,90.0,90.0,90.0,7563.7,"99-31-0","5-aminobenzene-1,3-dicarboxylate","[""5-amineisophthalate"", ""5-amideisophthalate""]",181.15,"NC=1C=C(C=C(C(=O)O)C1)C(=O)O","Nc1cc(cc(c1)C(=O)O)C(=O)O","Yes","Carbosynth",10000.0,0.061255,"","7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"HURFUX","",1846.94,1910.3,0.63,0.61,1.03,3.64,4.47,48.35,"Zn","","","Yes",6.75,5.06,6.75,"Pnma",15.41,19.19,25.47,90.0,90.0,90.0,7531.0,"99-31-0","5-aminobenzene-1,3-dicarboxylate","[""5-amineisophthalate"", ""5-amideisophthalate""]",181.15,"NC=1C=C(C=C(C(=O)O)C1)C(=O)O","Nc1cc(cc(c1)C(=O)O)C(=O)O","Yes","Carbosynth",10000.0,0.061255,"","7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"OWAVIS","",2788.91,2344.57,0.72,0.86,0.84,4.84,6.03,53.91,"Zn","","","Yes",9.58,5.98,9.3,"Pna21",25.12,26.61,17.48,90.0,90.0,90.0,11681.01,"554-95-0","1,3,5-Benzenetricarboxylate","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",210.14,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",1000.0,0.0989,0.98,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"OWAVOY","",2036.44,2055.28,0.64,0.64,1.01,3.89,4.73,50.06,"Zn","","","Yes",8.02,4.27,8.02,"P21",19.38,14.64,19.48,90.0,116.05,90.0,4966.05,"554-95-0","1,3,5-Benzenetricarboxylate","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",210.14,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","Yes","AmBeed",1000.0,0.0989,0.98,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"CAVREY","",1915.49,1966.55,0.64,0.62,1.03,3.73,4.56,49.03,"Zn","","","Yes",7.18,5.3,7.16,"Pnma",15.59,19.24,25.31,90.0,90.0,90.0,7586.66,"618-83-7","5-Hydroxybenzene-1,3-dicarboxylate","[""5-Hydroxybenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatephenolate"", ""5-Hydroxyisophthalate""]",182.14,"OC=1C=C(C=C(C(=O)O)C1)C(=O)O","Oc1cc(cc(c1)C(=O)O)C(=O)O","Yes","BLD Pharm",500.0,0.18576,0.98,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
"HURFOR","",1850.78,1938.44,0.62,0.59,1.05,3.65,4.41,48.34,"Zn","","","Yes",7.08,5.24,7.08,"Pnma",15.58,19.13,25.04,90.0,90.0,90.0,7462.19,"618-83-7","5-Hydroxybenzene-1,3-dicarboxylate","[""5-Hydroxybenzene-1,3-dicarboxylate"", ""3,5-dicarboxylatephenolate"", ""5-Hydroxyisophthalate""]",182.14,"OC=1C=C(C=C(C(=O)O)C1)C(=O)O","Oc1cc(cc(c1)C(=O)O)C(=O)O","Yes","BLD Pharm",500.0,0.18576,0.98,"7343-34-2","3,5-dimethyl-1,2,4-triazolate","[""3,5-dimethyl-1,2,4-triazolate"", ""3,5-dimethyl-1,2,4-triazol-1-yl""]",97.12,"CC1=NNC(=N1)C","Cc1[nH]nc(n1)C","Yes","BLD Pharm",500.0,1.00104,0.97,"","","","","","","","","","",""
